nom_fichier,nom_dossier_requetes,nb_triplets,nb_requetes,temps_lecture_data,temps_lecture_req,temps_creation_dico,nb_index,temps_creation_index,temps_exec_worload,temps_total
C:/Users/jerem/Documents/2M.nt,data/,0,3994,0,2256,0,0,0,1703,2256
